orf_id	Essential	orf_size	upstream_size	downstream_size	upstream_conservation	downstream_conservation	recombination	paralagous_count	phyletic_retention	promoter_count(Harbison_et_al)	DIP_degree	MW	PI	CAI	Codon_bias	ALA	ARG	ASN	ASP	CYS	GLN	GLU	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL	FOP_score	Gravy_score	aromaticity_score	num places loc	actin	ambiguous	bud	bud neck	cell periphery	cytoplasm	endosome	ER	ER to Golgi	Golgi	Golgi to ER	Golgi to Vacuole	lipid particle	microtubule	mitochondrion	nuclear periphery	nucleolus	nucleus	peroxisome	punctate composite	spindle pole	vacuolar membrane	vacuole
YJL122W	0	528	275	130	0.185454545	0.315384615	1.31	0	1	11	3	19287	10.82	0.213	0.292	13	9	12	8	0	7	10	9	3	8	19	23	2	3	6	21	11	1	2	8	0.57	-0.760571	0.034286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL123C	0	1437	275	359	0.185454545	0.203342618	1.43	0	2	0	0	53477	4.32	0.15	0.063	23	8	35	37	0	25	64	30	6	27	30	47	4	16	15	46	23	8	5	29	0.466	-0.948745	0.060669	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL124C	0	519	359	447	0.203342618	0.416107383	1.11	0	5	0	47	20307	5.86	0.159	0.07	10	12	9	15	1	10	16	8	3	10	11	16	7	10	3	8	6	1	7	9	0.463	-0.832558	0.104651	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL125C	1	1152	447	103	0.416107383	0	0.93	0	4	0	2	43919	7.58	0.145	0.06	15	25	19	24	6	11	30	24	14	23	26	29	7	20	14	31	22	5	11	27	0.45	-0.596345	0.093995	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL126W	0	924	280	103	0	0	0.89	1	2	18	0	34693	6.85	0.115	0.013	18	17	9	22	4	16	19	15	10	21	37	21	7	8	18	28	7	5	6	19	0.4	-0.334854	0.061889	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL127C	0	1923	280	588	0	0.103741497	0.94	0	2	0	0	72922	6.2	0.116	-0.008	26	29	50	37	5	29	52	36	23	43	56	44	19	23	29	41	44	4	18	32	0.413	-0.647812	0.070312	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL128C	0	2007	1448	790	0.292	0.265822785	0.96	7	3	0	4	72719	9.71	0.142	0.1	42	30	46	29	6	32	34	46	18	38	56	44	13	17	41	79	42	2	16	37	0.456	-0.531138	0.052395	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL129C	0	3708	790	1231	0.298	0.481	0.83	0	1	0	2	141072	8.87	0.14	0.024	52	79	83	92	9	41	63	70	39	75	99	85	28	55	50	124	77	16	44	54	0.421	-0.694089	0.093117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL130C	0	6645	1231	374	0.352	0	0.9	0	3	0	0	245124	5.7	0.286	0.314	174	104	109	126	23	60	150	132	44	145	204	127	47	84	104	168	128	14	80	191	0.59	-0.13383	0.080397	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL131C	0	1071	374	111	0	0	0.84	0	1	0	1	41461	10.7	0.118	-0.036	19	22	30	19	1	13	27	9	6	22	34	53	9	11	12	23	12	3	8	23	0.395	-0.813764	0.061798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL132W	0	2253	350	111	0.111428571	0	0.88	0	1	17	0	84466	6.22	0.119	0.015	39	24	38	46	7	25	35	47	19	57	76	44	18	42	31	70	45	13	30	44	0.419	-0.108533	0.113333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL134W	0	1230	914	205	0.170678337	0.126829268	1.72	1	2	58	1	47371	9.33	0.113	0.028	14	23	16	14	13	6	15	27	10	23	50	20	13	29	22	26	21	10	24	33	0.412	0.200489	0.154034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL136C	0	724	914	297	0.032	0.346801347	1.08	1	2	0	0	9760	5.9	0.693	0.689	7	7	6	7	1	3	6	6	1	5	7	5	1	0	2	8	2	1	5	7	0.812	-0.649425	0.068966	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL137C	0	1143	41	293	0	0.590443686	0.99	1	2	0	5	44546	5.96	0.14	0.05	18	15	17	26	5	22	26	10	12	25	49	27	6	23	21	20	23	6	15	14	0.44	-0.384474	0.115789	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL138C	0	1188	293	504	0.590443686	0.462301587	1	9	4	0	23	44697	4.85	0.751	0.772	24	24	14	26	3	22	32	23	4	33	35	21	12	19	12	21	28	0	12	30	0.867	-0.197215	0.078481	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL139C	0	1287	504	86	0.458	0	1.05	8	0	0	1	50836	5.01	0.138	0.024	16	28	20	34	7	10	32	23	9	22	36	22	9	31	16	32	19	9	33	20	0.424	-0.540421	0.170561	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL140W	0	666	570	86	0.189473684	0	0.98	0	4	49	3	25414	4.66	0.137	0.032	14	13	14	19	1	12	29	7	6	8	28	18	3	7	2	12	16	0	2	10	0.427	-0.9	0.040724	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL141C	0	2424	570	389	0.214	0.107969152	0.97	2	5	0	17	91245	8.43	0.125	0.062	31	34	64	32	13	68	39	40	19	43	69	45	14	30	54	94	40	7	35	36	0.443	-0.683271	0.089219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL144W	0	315	314	427	0.302547771	0.281030445	1.08	0	0	29	0	11659	6.95	0.066	-0.119	0	9	13	6	1	5	6	10	4	5	6	2	2	2	3	14	7	0	4	5	0.333	-1.13461	0.057692	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL145W	0	885	458	314	0.152838428	0.302547771	1.12	0	1	35	0	34388	8.04	0.225	0.184	9	7	19	22	5	13	19	18	3	16	27	36	4	13	7	10	16	4	23	23	0.538	-0.558503	0.136054	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL146W	0	1410	724	458	0.205801105	0.152838428	0.93	0	1	61	1	53216	4.58	0.106	-0.004	25	20	35	29	6	32	31	19	7	32	46	18	10	19	20	55	20	9	15	21	0.404	-0.454371	0.091684	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL147C	0	1149	724	280	0.142	0.542857143	0.93	0	1	0	0	44862	9.92	0.129	0.028	6	23	24	22	3	18	25	8	12	31	59	33	4	11	12	36	16	5	13	21	0.424	-0.41178	0.075916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL148W	0	702	1066	280	0.541	0.542857143	0.93	0	1	48	0	26875	9.47	0.197	0.038	9	6	9	26	1	5	21	4	7	10	14	45	4	9	10	25	9	1	4	14	0.456	-1.20129	0.060086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YJL149W	0	1992	605	1066	0.109090909	0.534	1.17	0	1	21	2	77366	6.69	0.155	0.079	25	27	60	48	10	24	34	6	18	60	80	48	19	32	33	52	32	6	24	25	0.467	-0.344495	0.093514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL151C	0	402	605	438	0.09	0.356164384	1.54	0	0	0	7	15199	4.83	0.16	0.172	13	9	5	15	1	4	7	3	6	5	16	4	5	5	8	9	4	1	5	8	0.488	-0.367669	0.082707	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL153C	0	1602	438	396	0.356164384	0.426767677	1.81	0	1	0	2	59642	5.77	0.175	0.192	31	17	39	34	6	19	32	31	9	32	56	40	11	20	25	35	29	4	21	42	0.523	-0.273921	0.084428	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL154C	0	2835	396	457	0.426767677	0.113785558	1	0	4	0	5	109141	6.23	0.147	0.066	35	41	60	54	18	55	61	25	25	78	126	57	21	35	28	79	52	8	37	49	0.454	-0.233051	0.084746	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YJL155C	0	1359	457	332	0.113785558	0.126506024	0.73	1	3	0	2	52594	6.79	0.138	0.004	22	25	28	26	5	16	40	19	6	36	34	39	10	18	18	31	21	7	23	28	0.425	-0.554425	0.106195	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL156C	1	2064	332	561	0.126506024	0.452762923	0.81	0	1	0	1	76177	6.52	0.128	0.002	35	26	36	40	8	22	41	39	16	44	64	47	16	36	29	89	42	4	17	36	0.406	-0.319796	0.082969	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL157C	0	2493	561	887	0.438	0.462232244	0.99	0	1	0	17	94571	5.17	0.133	0.039	26	32	36	62	15	36	61	41	19	47	83	63	19	40	41	74	52	10	24	49	0.436	-0.464699	0.089157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL158C	0	684	887	585	0.586	0.661538462	1.14	0	1	0	2	23241	4.34	0.589	0.632	34	3	7	12	6	14	8	17	1	11	14	9	1	6	8	31	25	2	7	11	0.777	-0.107048	0.066079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL159W	0	933	1623	585	0.502	0.604	1.24	2	0	137	5	38618	5.03	0.613	0.676	70	4	5	21	4	37	4	32	2	22	13	17	2	5	11	38	65	2	8	25	0.807	-0.094315	0.03876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL160C	0	543	1623	496	0	0.739919355	0.95	0	0	0	1	30215	9.57	0.135	0.107	21	4	9	11	4	23	5	24	6	21	18	18	2	7	16	31	30	2	7	28	0.477	-0.054356	0.055749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL162C	0	1449	1615	847	0.168	0.147579693	0.89	0	1	0	1	55501	8.98	0.139	-0.002	18	21	25	28	4	33	43	23	19	24	32	55	8	18	22	55	24	2	18	10	0.417	-1.18693	0.078838	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL163C	0	1668	847	508	0.026	0.399606299	0.97	0	2	0	1	61524	8.26	0.084	-0.006	30	22	13	20	10	12	22	36	13	59	58	25	28	24	20	58	38	5	21	41	0.404	0.421081	0.09009	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL164C	0	1194	508	504	0.406	0.626984127	0.98	11	1	0	9	46058	5.34	0.178	0.181	14	20	18	23	2	22	36	27	8	25	31	28	8	20	19	22	25	5	22	22	0.523	-0.646348	0.118388	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL165C	0	2568	504	175	0.624	0.771428571	0.82	4	1	0	1	95454	8.43	0.133	0.031	45	43	69	44	15	38	59	55	31	43	65	69	17	31	39	95	32	4	19	42	0.423	-0.76421	0.063158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL167W	1	1059	585	361	0.560683761	0.484764543	0.79	0	5	46	8	40483	5.21	0.373	0.452	28	11	13	24	6	14	31	16	5	23	37	35	7	16	9	18	15	4	20	20	0.68	-0.32017	0.113636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL168C	0	2202	585	524	0.65	0.385496183	0.84	0	5	0	1	84539	8.56	0.138	0.014	36	32	43	46	17	37	65	29	14	50	63	91	12	33	29	54	29	5	20	28	0.43	-0.763574	0.079127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL170C	0	552	524	255	0.356	0.521568627	0.85	0	1	0	2	21995	5.76	0.125	0.033	4	8	7	10	6	8	16	4	4	9	23	14	4	12	8	12	5	6	9	14	0.434	-0.22623	0.147541	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL171C	0	1191	255	236	0.521568627	0.258474576	1.03	1	1	0	0	43013	4.67	0.22	0.253	27	8	27	18	9	11	16	35	6	19	27	13	9	21	13	48	36	5	24	24	0.558	-0.141667	0.126263	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL172W	0	1731	1203	236	0.118	0.258474576	1.2	0	3	96	3	64596	5.34	0.25	0.257	34	18	30	36	4	8	45	38	26	46	53	34	5	30	37	41	28	6	22	35	0.563	-0.267361	0.100694	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL173C	1	369	1203	238	0.144	0.138655462	1.37	0	1	0	7	13816	4.54	0.135	0.06	5	5	10	6	3	5	11	4	0	11	11	7	3	5	6	11	6	1	3	9	0.458	-0.209016	0.07377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL174W	1	831	561	238	0.516934046	0.138655462	1.28	1	1	38	2	29988	10	0.163	0.157	20	9	13	8	3	14	5	17	1	13	13	11	7	12	17	33	42	4	15	19	0.502	-0.222464	0.112319	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL176C	0	2478	561	395	0.506	0.567088608	1.18	0	3	0	6	92926	4.6	0.148	0.058	39	26	75	54	2	41	91	35	14	48	55	68	18	25	44	80	49	5	17	39	0.456	-0.947394	0.05697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL177W	0	872	912	395	0.292763158	0.567088608	1.02	1	2	85	0	20551	11.62	0.68	0.749	27	19	8	3	0	12	10	10	4	8	10	17	1	5	5	14	11	2	6	12	0.845	-0.715761	0.070652	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL178C	0	591	912	165	0.362	0.436363636	0.93	0	1	0	0	30201	5.53	0.151	0.066	13	7	11	19	8	10	17	21	3	15	24	25	4	15	8	22	24	7	4	14	0.454	-0.349446	0.095941	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJL179W	0	330	226	165	0	0.436363636	0.9	0	1	15	1	12738	9.93	0.154	0.052	6	5	6	7	1	8	8	1	1	4	15	14	4	1	1	7	9	1	4	6	0.442	-0.714679	0.055046	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL181W	0	1836	323	87	0.111455108	0	0.79	1	0	6	0	69476	5.53	0.109	-0.04	30	28	37	41	11	23	37	22	19	60	56	30	9	30	19	71	33	5	23	27	0.397	-0.264321	0.094926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL183W	0	1269	248	323	0.177419355	0.111455108	0.93	0	1	14	4	47800	9.01	0.176	0.136	30	16	23	23	3	16	20	24	14	34	42	31	6	19	18	32	17	4	24	26	0.49	-0.207346	0.111374	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL184W	0	372	471	248	0.029723992	0.177419355	1.03	0	1	30	3	13605	4.55	0.083	-0.054	8	8	4	14	0	8	10	12	1	5	11	9	3	2	7	5	9	0	3	4	0.358	-1.00569	0.04065	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL185C	0	882	471	179	0.029723992	0	1.08	0	0	0	2	33740	4.86	0.112	0.033	13	24	19	21	4	9	25	7	7	16	27	8	2	17	15	43	13	4	8	11	0.415	-0.680205	0.098976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL186W	0	1761	891	179	0.169472503	0	0.98	1	1	98	1	67252	6.86	0.16	0.08	26	21	34	45	7	19	26	33	17	32	56	45	12	41	26	45	32	7	29	33	0.46	-0.372526	0.131399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJL187C	0	2460	891	328	0.232	0.445121951	0.87	0	4	0	12	92467	6.22	0.134	0.013	38	35	70	50	4	24	61	32	23	57	67	60	14	33	39	99	54	9	20	30	0.422	-0.701343	0.075702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL189W	0	542	630	328	0.074603175	0.445121951	1.56	0	5	43	0	6342	0	0.915	0.928	5	9	6	0	0	4	0	0	0	4	2	8	3	1	2	1	3	2	1	0	0.957	-1.42745	0.078431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL190C	0	393	630	298	0.042	0.211409396	1.24	1	4	0	1	14626	10.76	0.812	0.811	8	9	7	5	1	5	6	11	4	13	10	11	3	5	3	8	5	1	4	11	0.889	-0.173846	0.076923	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
YJL191W	0	825	372	298	0.209677419	0.211409396	1.01	1	5	20	1	14650	11.28	0.59	0.657	18	15	3	9	1	4	4	15	2	6	7	9	3	3	5	8	11	0	2	13	0.785	-0.380435	0.036232	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
YJL192C	0	705	372	135	0.209677419	0.088888889	0.98	0	1	0	1	26597	10.31	0.16	0.135	19	13	15	7	0	7	14	11	2	18	22	15	5	16	10	16	17	1	12	14	0.487	-0.100855	0.123932	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL193W	0	1209	486	135	0.144032922	0.088888889	0.91	1	1	41	1	45937	10.32	0.101	-0.015	19	15	10	6	7	17	15	17	5	38	51	23	7	37	18	41	28	6	17	25	0.398	0.45199	0.149254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL194W	1	1542	555	486	0.421621622	0.144032922	0.9	0	3	52	11	58036	10.23	0.128	0.097	25	26	22	26	6	26	25	18	7	39	64	43	12	27	31	43	40	1	10	22	0.46	-0.22846	0.074074	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL196C	0	933	555	280	0.384	0.275	0.83	2	1	0	31	36234	10.2	0.134	0.06	22	13	12	7	7	10	9	13	7	16	36	18	11	22	11	16	18	10	22	30	0.439	0.337097	0.174194	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL197W	0	3765	315	280	0.063492063	0.275	0.79	0	4	16	1	143191	4.29	0.142	0.009	49	44	90	117	19	39	109	59	19	69	113	77	26	58	59	96	70	13	53	75	0.424	-0.577034	0.098884	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL198W	0	2646	2029	315	0.284	0.063492063	0.83	2	2	88	0	97687	7.08	0.176	0.193	75	20	38	47	10	26	41	47	12	69	106	66	22	50	31	73	52	12	28	56	0.519	0.183995	0.102157	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL200C	0	2370	2029	265	0.252	0.498113208	0.86	3	3	0	1	86582	6.94	0.219	0.23	60	27	50	47	9	25	45	65	16	51	67	61	17	32	41	54	54	9	21	38	0.541	-0.3891	0.07858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL201W	0	1800	195	265	0.6	0.498113208	0.8	0	1	6	1	68463	10.22	0.15	0.088	27	26	34	35	3	25	25	10	7	47	63	53	11	31	38	71	32	4	24	33	0.462	-0.314023	0.098498	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL203W	1	843	189	195	0.206349206	0.6	0.69	0	3	14	5	33052	8.11	0.14	0.013	9	18	8	24	2	13	29	12	5	18	17	36	6	16	9	17	18	2	9	12	0.438	-1.00679	0.096429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJL204C	0	2523	189	185	0.206349206	0.167567568	0.89	0	2	0	0	97470	5.57	0.152	0.003	29	26	79	51	10	42	58	21	7	81	94	73	8	55	27	63	40	4	32	40	0.434	-0.319286	0.108333	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL206C	0	2277	203	225	0.019704433	0	0.93	1	0	0	0	86662	7.95	0.146	0.082	37	36	37	43	17	44	43	27	16	58	77	55	11	36	35	74	44	6	30	32	0.46	-0.388654	0.094987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL207C	0	6045	225	205	0	0.004878049	0.83	0	2	0	2	229898	5.52	0.135	0.019	94	55	131	110	24	60	133	60	36	191	251	146	42	112	42	215	115	18	79	100	0.432	-0.028699	0.103774	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL210W	0	816	669	270	0.173393124	0.059259259	1.44	0	2	54	3	30751	9.02	0.092	0.045	22	16	15	5	13	7	11	16	6	7	30	12	5	16	10	21	18	7	15	19	0.413	0.011439	0.140221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YJL212C	0	2400	669	691	0.116	0.063675832	0.97	1	2	0	0	91615	9.29	0.181	0.19	47	26	46	29	12	22	25	47	12	59	71	42	22	60	43	52	49	26	45	64	0.525	0.171339	0.163955	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL213W	0	996	3566	691	0.277	0	1.32	0	0	264	0	35905	7.01	0.142	0.099	29	15	10	18	9	12	20	35	6	22	32	22	10	13	12	17	20	0	11	18	0.455	-0.094562	0.072508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL214W	0	1710	800	3566	0.005	0	0.7	19	1	30	8	63492	5.32	0.202	0.229	37	20	21	20	18	11	32	46	4	40	42	25	21	43	21	47	36	11	27	47	0.546	0.272056	0.142355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL216C	0	1746	800	611	0.008	0	0.63	6	1	0	0	67556	5.27	0.228	0.163	28	23	35	43	7	13	46	39	14	33	31	47	16	43	29	39	25	18	25	27	0.516	-0.640448	0.148021	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL217W	0	597	569	611	0	0	0.72	0	0	38	0	21967	6.37	0.119	0.019	12	9	4	12	1	6	12	19	5	5	18	12	4	9	7	18	17	7	5	16	0.401	-0.329293	0.106061	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL218W	0	591	772	569	0	0	1.05	0	1	65	6	21479	5.11	0.108	-0.033	11	7	17	13	3	2	11	18	3	23	12	12	2	4	11	8	9	1	10	19	0.409	-0.094898	0.076531	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR001W	0	1809	875	253	0	0.245059289	0.75	0	1	54	5	65345	8.04	0.115	0.076	43	28	29	31	14	10	16	44	8	51	72	24	13	34	29	54	43	5	12	42	0.438	0.345847	0.084718	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR002W	1	1782	253	347	0.245059289	0	0.84	0	5	15	8	66952	4.37	0.169	0.104	38	27	27	60	1	20	80	20	6	30	47	57	9	15	21	64	24	3	11	33	0.475	-0.947555	0.048904	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR003C	0	1620	295	347	0	0	0.78	0	0	0	1	62214	5.99	0.133	-0.022	29	16	31	35	7	17	45	13	13	43	66	53	12	26	16	46	20	3	22	26	0.406	-0.301299	0.09462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJR004C	0	1953	1061	295	0.116	0	0.65	0	1	0	0	70339	4.22	0.134	0.058	43	8	42	29	7	20	28	31	8	41	49	17	8	39	19	105	89	7	27	33	0.45	-0.071231	0.112308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR005W	0	2103	1061	451	0.058	0	0.69	1	2	96	7	80453	6.36	0.14	0.063	32	33	40	39	6	23	54	13	13	52	101	52	17	27	33	56	33	4	22	50	0.442	-0.126714	0.075714	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR006W	1	1464	443	354	0.139954853	0.296610169	0.74	0	5	28	3	55295	4.66	0.157	0.113	13	19	33	41	11	14	31	29	5	38	49	33	10	20	28	32	25	5	20	31	0.483	-0.335524	0.092402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJR007W	1	915	354	495	0.296610169	0.583838384	0.75	0	5	27	15	34717	4.75	0.371	0.347	20	14	7	23	5	12	34	10	3	26	26	29	7	5	9	23	13	2	13	23	0.624	-0.421382	0.065789	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR008W	0	1017	495	236	0.583838384	0.572033898	0.86	0	3	38	1	38482	6.83	0.139	0.021	16	14	15	18	6	13	20	18	13	28	28	20	11	9	16	34	19	6	17	17	0.427	-0.357101	0.094675	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJR009C	0	999	1557	236	0.58	0.572033898	1.45	2	0	0	3	35847	6.96	0.905	0.9	33	11	14	24	2	6	15	25	8	20	21	26	8	11	11	25	23	3	10	36	0.941	-0.093374	0.072289	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YJR010C-A	0	285	279	302	0.014336918	0.086092715	1.02	0	2	0	34	10819	8.79	0.093	-0.003	6	3	2	4	3	10	3	3	0	9	12	7	2	4	5	5	3	2	4	7	0.411	0.204255	0.106383	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR010W	0	1536	1557	302	0.075	0.086092715	1.04	0	2	110	4	57724	5.67	0.294	0.341	31	32	21	36	1	23	32	34	14	39	52	22	5	22	30	32	24	6	19	36	0.604	-0.287671	0.091977	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR011C	0	786	1250	279	0.036	0.014336918	0.99	0	0	0	2	30473	6.37	0.138	0.017	3	8	22	15	5	14	17	9	5	20	40	21	8	12	5	18	11	2	10	16	0.43	-0.170498	0.091954	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
